node,title,subject
4246,A la lumière des sans-papiers [Texte imprimé] / édité par Antoine Pickels.,"illegal aliens--social conditions.|illegal aliens--economic conditions.|illegal aliens.|asylum, right of.|immigrants."
4247,The Problem of the undocumented worker [Texte imprimé] / edited by Robert S. Landmann.,"foreign workers, mexican--united states--congresses.|illegal aliens--employment--united states--congresses."
4248,Expansion of health insurance in California unlikely to act as magnet for undocumented immigration / Joshua S. Yang and Steven P. Wallace.,health insurance--california.|medically uninsured persons--california.|illegal aliens--california.|medical policy--california.|health care reform.
4249,"Frontiera Sud : Marocco-Spagna : viaggio nei non-luoghi dell'immigrazione ""illegale"" / Stefano Simoncini ; fotografie di Giancarlo Ceraudo.",illegal aliens--spain.|illegal aliens--spain--social conditions.|spain--emigration and immigration.|morocco--emigration and immigration.
4250,L'immigration : un état des lieux à repenser / Gérard A. Jaeger.,immigrants--european union countries.|illegal aliens--european union countries.|european union countries--emigration and immigration.
4251,Migrant death [electronic resource] : border safety and situational crime prevention on the U.S.-Mexico divide / Rob T. Guerette.,u.s. border patrol.|border security--mexican-american border region.|illegal aliens--protection--mexican-american border region.|immigrants--protection--mexican-american border region.|illegal aliens--crimes against--mexican-american border region--prevention.|immigrants--crimes against--mexican-american border region--prevention.
4252,Paraíso travel [electronic resource] / Jorge Franco.,illegal aliens--new york (state)--new york--fiction.|colombians--new york (state)--new york--fiction.
4253,Alien or American? [microform] : immigration laws and Amerasian people / J.M. Charbonneau.,illegal aliens--united states.|asian americans.|emigration and immigration law--united states.
4254,Immigration outside the law / Hiroshi Motomura.,illegal aliens--united states.|emigration and immigration law--united states.
4255,"""No interesa, vamos a seguir"" [electronic resource] : testimonio de un inmigrante / Alfredo Amores ; edición de Luis Fernando Chueca.",illegal aliens--united states.|united states--emigration and immigration--government policy.|emigration and immigration law--united states.
4256,"La moderna esclavitud : los indocumentados en Venezuela / Alcides Gómez J., Luz Marina Díaz M.","foreign workers, colombian--venezuela.|sugar workers--venezuela.|illegal aliens--venezuela.|colombia--emigration and immigration.|venezuela--emigration and immigration."
4257,"A legal guide for INS detainees : how to complain effectively step by step / prepared by American Bar Association, Commission on Immigration Policy, Practice, and Pro Bono.",emigration and immigration law--united states.|illegal aliens--united states.
4258,"In the shadow of the law [videorecording] / a production of KPBS-TV 15, San Diego.",illegal aliens--united states.|mexicans--united states.|foreign worker certification--united states.|united states.--immigration reform and control act of 1986.
4259,"Migration clandestine africaine vers l'Europe : un espoir pour les uns, un problème pour les autres / sous la direction de Rachid Chaabita.",africa--emigration and immigration--congresses.|europe--emigration and immigration--congresses.|africa--emigration and immigration--economic aspects--congresses.|illegal aliens--europe--congresses.|africans--europe--congresses.|economic development--africa--international cooperation--congresses.
4260,Lupe &amp; me / written by Elizabeth Spurr ; illustrated by Enrique O. Sanchez.,mexicans--united states--juvenile fiction.
4261,"Past, present and future [electronic resource] : a historic and personal reflection on American immigration : hearing before the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law of the Committee on the Judiciary, House of Representatives, One Hundred Tenth Congress, first session, March 30, 2007.",immigrants--united states.|illegal aliens--government policy--united states.|united states--emigration and immigration--history.|united states--emigration and immigration--government policy.
4262,Il mare di mezzo / Gabriele Del Grande,illegal aliens--european union countries.|european union countries--emigration and immigration.|mediterranean region--emigration and immigration.
4263,"Kämpfe um Migrationspolitik : Theorie, Methode und Analysen kritischer Europaforschung / Forschungsgruppe ""Staatsprojekt Europa"" (Hg.).","forschungsgruppe ""staatsprojekt europa.""|human rights--european union countries.|illegal aliens--european union countries.|european union countries--emigration and immigration--government policy."
4264,"Criminal aliens [electronic resource] : hearing before the Subcommittee on Immigration, Refugees, and International Law of the Committee on the Judiciary, House of Representatives, One Hundred First Congress, first session, on H.R. 3333 ... November 1, 1989.",illegal aliens--united states.|emigration and immigration law--united states--criminal provisions.|arrest--united states.|deportation--united states.|united states.--immigration and naturalization service.
4265,Criminalità multietnica [electronic resource] : i mercati illegali in Italia / Stefano Becucci.,alien criminals--italy.|illegal aliens--italy.|organized crime--italy.
4266,The Coriolis effect / Edwidge Danticat.,women illegal aliens--united states--fiction.|haitians--united states--fiction.|rape victims--united states--fiction.|american fiction--21st century.
4267,"880-02 Nelegalʹnye migranty v Moskve / Maksim Grigorʹev, Andreĭ Osinnikov.",illegal aliens--russia (federation)|illegal aliens--russia (federation)--moscow.
4268,Devolver al remitente [electronic resource] / Julia Alvarez ; traducción de Liliana Valenzuela.,farm life--vermont--juvenile fiction.|friendship--juvenile fiction.|migrant labor--juvenile fiction.|illegal aliens--juvenile fiction.|vermont--juvenile fiction.|mexicans--united states--juvenile fiction.|spanish language materials.
